Unnamed: 0,cassandra_Q1,cassandra_Q2,cassandra_Q3,mongoDb_Q1,mongoDb_Q2,mongoDb_Q3,mysql_Q1,mysql_Q2,mysql_Q3,neo4j_Q1,neo4j_Q2,neo4j_Q3,redis_Q1,redis_Q2,redis_Q3
R24,11.117957176652077,41.2874323054147,203.88815216811105,2.3916186887656705,3.573875627834486,4.16083397147619,4.03261356604921,3.9408495318328627,4.5547006358406845,47.785427085560215,34.39801931482018,19.75168244382415,90.37221135600159,146.77328992785436,140.96316529433574
R25,12.741089843680701,41.001047165652714,197.8384952963458,2.345584901976656,3.4844982699692215,4.16602428055616,3.908093237241062,4.188120310411844,3.6827006270626312,47.965036497895944,31.599652096984123,21.360432492547137,79.62316086531042,120.81565789369925,136.78474507160905
R26,14.309216623538694,39.63819856989637,199.5737901302524,2.630294188059394,3.5286196006662376,4.106590777948732,4.069543359251522,4.0411339266621935,3.9815712205141476,49.74094637658536,32.37599551052129,23.93998330337626,80.470665807247,87.54417960462725,138.59280042746434
R27,14.714867068063608,37.726367711812436,201.3847243655065,3.400446915009771,3.4067027961838092,5.114832729795322,4.067143309511366,3.99058606526058,4.362346988089582,46.698448198730006,33.98206310213858,20.856680201561087,87.79964868197467,81.75366244982476,125.26772397212217
R28,12.752369820162418,44.01528043277557,229.52717072006325,2.5494085294120943,3.498850287738576,4.927251807512191,4.109564339176529,4.101171842573587,4.1460622695303595,44.63386644916335,34.53281001234095,18.364810709989705,87.38752453370795,86.95311411992436,134.93179975788902
R29,11.359565099387096,39.89452188489205,190.53125365740766,2.1913727504372837,3.5919211646747584,4.992273073263341,3.7812673279774556,4.001761674760815,4.208017770193124,44.48689279093443,32.41349101108558,18.592267314243326,113.12700477827026,79.05882781593728,139.46634337117607
R30,10.734112487559127,41.61277409216095,197.12787578147297,2.506582687770594,3.54559567984779,5.008786004916327,3.5178500626668066,3.890679459911405,4.21008842860962,45.90790788406208,34.148212935414854,16.77444740006479,124.22423714462695,84.81167714041919,130.14799170738783
R31,9.969590339099243,41.40576965359231,206.75648328789435,2.460763471095297,3.5590574990743997,5.026451403354417,3.5131777640364645,4.02447481305866,4.111288980783474,44.81978423491032,36.40237476351601,16.75420441391486,75.7091497847605,79.9488087142012,130.81684890003973
MIN,8.154217120001084,37.19337163979053,171.25548996114617,2.355138943721519,3.4973897225588035,4.329109233866144,3.7152043524951486,4.017106353585965,4.249901792493141,44.57752149071637,32.121569796794844,17.659059193166065,85.80560483319208,85.1280042812877,135.66151980776442
MAX,15.993812709556185,55.100263646577986,227.96636983248922,3.241962975429908,4.480513471184482,4.689510620166,4.178054791661216,4.382025458281817,4.433018303485126,60.604562326554536,43.52068619201204,23.449734993665583,124.16698857017134,134.32958265060546,207.38345569097675
MEAN,10.063001490236552,41.10629306442035,202.28840464364666,2.4867314870224044,3.518629910072616,4.2634988374317,3.956477900769961,4.454340843673456,4.438804457062863,48.77725379477848,35.148014846148754,19.031418641129704,91.57345224977617,106.71291735409773,161.50605669795598
